Tx de succes : 0.7207021166752711 pour k = 10 en 11.9420747756958 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.7640681466184822 pour k = 23 en 14.292667150497437 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.7630356220960248 pour k = 25 en 14.943145513534546 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.7207021166752711 pour k = 10 en 12.32910442352295 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.7351574599896747 pour k = 12 en 12.48 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.76 pour k = 50 en 18.712 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.724 pour k = 3 en 10.997 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.76 pour k = 13 en 18.394 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.75 pour k = 12 en 18.105 sec.Coefs : 0.5, 6, 4, 1, 2, 10
Tx de succes : 0.747 pour k = 10 en 16.035 sec.Coefs : 1, 5, 4, 1, 2, 10
Tx de succes : 0.746 pour k = 10 en 16.382 sec.Coefs : 1, 4, 4, 1, 2, 10
Tx de succes : 0.7207021166752711 pour k = 10 en 13.299335479736328 sec.Coefs : 0.5, 2, 0, 2, 0.5, 10
Tx de succes : 0.755 pour k = 69 en 55.246 sec.Coefs : 1, 4, 4, 1, 2, 10
